name,week,population,deaths,confirmed,recovered,active,hospitalized,hospitalization rate
"US, AR",2020-10-27,2950861,1285,80755,72051,7419,NA,0.0
"US, AR",2020-10-27,2929346,1569,92833,83454,7810,NA,0.0
"US, AR",2020-10-27,2903628,1833,106727,95314,9580,NA,0.0
"US, AR",2020-10-27,2894177,1925,112190,100067,10198,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278717,NA,NA,NA,NA,NA,0.0
"US, AZ",2020-10-27,7278349,131,3809,249,3678,580,1.087649552142857
"US, AZ",2020-10-27,7274973,308,7209,1475,6901,1131,1.1206230307353928
"US, AZ",2020-10-27,7268090,624,12674,3074,8976,1636,0.92202258842625
"US, AZ",2020-10-27,7256603,886,18472,4551,13035,2911,1.1256418981624714
"US, AZ",2020-10-27,7241130,1189,34660,6209,27262,3692,0.7608606050614143
"US, AZ",2020-10-27,7220541,1594,73920,8926,63400,4617,0.4461386827458257
"US, AZ",2020-10-27,7191896,2246,123824,15254,106324,5839,0.33682600188285644
"US, AZ",2020-10-27,7148374,3408,165934,21626,140900,9394,0.40437764412356714
"US, AZ",2020-10-27,7089462,4347,189443,26418,158678,19821,0.7473412658613501
"US, AZ",2020-10-27,7019702,4929,200139,29939,165271,21426,0.7646828311466357
"US, AZ",2020-10-27,6942568,5288,207523,32472,169763,NA,0.0
"US, AZ",2020-10-27,6860821,5622,216826,34730,176474,NA,0.0
"US, AZ",2020-10-27,6775354,5759,225575,37110,182706,NA,0.0
"US, AZ",2020-10-27,6687947,5875,238964,39920,193169,NA,0.0
"US, AZ",2020-10-27,6658320,5979,245946,41159,198808,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5758736,NA,NA,NA,NA,NA,0.0
"US, CO",2020-10-27,5757814,327,7950,NA,7623,1493,1.3414195857142857
"US, CO",2020-10-27,5749735,766,14758,2275,13992,2610,1.2632373724662642
"US, CO",2020-10-27,5735803,1086,20838,3217,16535,3735,1.2802846448109928
"US, CO",2020-10-27,5716239,1436,25612,3838,20324,4254,1.1870347013717573
"US, CO",2020-10-27,5693406,1597,29017,4184,23221,5234,1.2890736599446357
"US, CO",2020-10-27,5668705,1676,32307,4442,26172,5399,1.194310489758
"US, CO",2020-10-27,5643135,1727,37236,4780,30711,5895,1.1313650077151642
"US, CO",2020-10-27,5616591,1807,45314,5212,38277,6271,0.9888921128324143
"US, CO",2020-10-27,5588842,1875,51756,5608,44254,6679,0.9221087975171143
"US, CO",2020-10-27,5560233,1931,56343,5881,48511,6902,0.8753084885393214
"US, CO",2020-10-27,5530829,1985,60482,6117,52360,NA,0.0
"US, CO",2020-10-27,5500643,2040,68510,6404,60045,NA,0.0
"US, CO",2020-10-27,5469564,2113,78461,6814,69510,NA,0.0
"US, CO",2020-10-27,5436817,2226,97300,7578,87473,NA,0.0
"US, CO",2020-10-27,5425501,2285,107350,7854,97188,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3565287,NA,NA,NA,NA,NA,0.0
"US, CT",2020-10-27,3563460,671,13989,NA,13318,1779,0.9083667778571429
"US, CT",2020-10-27,3540611,2169,26767,NA,24598,NA,0.0
"US, CT",2020-10-27,3499273,3219,35464,6264,25981,10946,2.2046501885211574
"US, CT",2020-10-27,3445194,3868,41762,7127,30767,12538,2.1444648928964787
"US, CT",2020-10-27,3384444,4186,44994,7611,33197,9912,1.5735431390852141
"US, CT",2020-10-27,3320576,4316,46303,8053,33934,10268,1.5839763545095786
"US, CT",2020-10-27,3255497,4371,47510,8351,34788,10552,1.5864329314129357
"US, CT",2020-10-27,3189460,4423,49077,8516,36138,10712,1.5590660740119786
"US, CT",2020-10-27,3122899,4450,50706,8721,37535,10920,1.538279493551057
"US, CT",2020-10-27,3056032,4465,52350,8967,38918,11180,1.52544685495975
"US, CT",2020-10-27,2988993,4480,54326,9142,40704,NA,0.0
"US, CT",2020-10-27,2921623,4501,56587,9310,42776,NA,0.0
"US, CT",2020-10-27,2853879,4530,60038,9522,45986,NA,0.0
"US, CT",2020-10-27,2785542,4589,68099,9800,53710,NA,0.0
"US, CT",2020-10-27,2762502,4616,71207,9800,56791,NA,0.0
"US, DC",2020-10-27,696766,601,13409,10720,2088,NA,0.0
"US, DC",2020-10-27,687720,604,13639,10835,2200,NA,0.0
"US, DC",2020-10-27,678652,605,13794,10986,2203,NA,0.0
"US, DC",2020-10-27,669567,607,13992,11105,2280,NA,0.0
"US, DC",2020-10-27,660442,611,14186,11297,2278,NA,0.0
"US, DC",2020-10-27,651277,611,14362,11414,2337,NA,0.0
"US, DC",2020-10-27,642056,616,14493,11526,2351,NA,0.0
"US, DC",2020-10-27,632816,616,14687,11630,2441,NA,0.0
"US, DC",2020-10-27,623542,619,14902,11823,2460,NA,0.0
"US, DC",2020-10-27,614235,621,15050,11929,2500,NA,0.0
"US, DC",2020-10-27,604900,624,15215,12029,2562,NA,0.0
"US, DC",2020-10-27,595523,627,15326,12155,2544,NA,0.0
"US, DC",2020-10-27,586090,631,15519,12299,2589,NA,0.0
"US, DC",2020-10-27,576622,634,15765,12431,2700,NA,0.0
"US, DC",2020-10-27,567092,637,15984,12531,2816,NA,0.0
"US, DC",2020-10-27,557530,638,16166,12681,2847,NA,0.0
"US, DC",2020-10-27,547918,641,16395,12824,2930,NA,0.0
"US, DC",2020-10-27,538290,642,16609,13028,2939,NA,0.0
"US, DC",2020-10-27,528660,642,16812,13179,2991,NA,0.0
"US, DC",2020-10-27,518990,646,17144,13348,3150,NA,0.0
"US, DC",2020-10-27,515760,646,17266,13348,3272,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21477737,NA,NA,NA,NA,NA,0.0
"US, FL",2020-10-27,21476206,571,21628,NA,21057,3060,1.0105947314285715
"US, FL",2020-10-27,21462473,1218,33193,NA,31975,5624,1.2102379589500356
"US, FL",2020-10-27,21438818,1875,43210,NA,41335,7993,1.3212880616259428
"US, FL",2020-10-27,21406408,2413,54497,NA,52084,10243,1.34253785922685
"US, FL",2020-10-27,21366371,2925,73552,NA,70627,12155,1.1804088069859215
"US, FL",2020-10-27,21318827,3419,141075,NA,137656,14540,0.7361838940786286
"US, FL",2020-10-27,21261256,4277,282435,NA,278158,18817,0.4758869929617178
"US, FL",2020-10-27,21182494,6117,441977,NA,435860,25280,0.40855390341902076
"US, FL",2020-10-27,21068876,8765,550901,NA,542136,32349,0.41942978087584853
"US, FL",2020-10-27,20919402,10868,611991,NA,601123,38163,0.4454197155560407
"US, FL",2020-10-27,20744375,12502,658381,NA,645879,NA,0.0
"US, FL",2020-10-27,20545822,14022,698682,NA,684660,NA,0.0
"US, FL",2020-10-27,20325809,15364,734491,NA,719127,NA,0.0
"US, FL",2020-10-27,20085583,16449,782013,NA,765564,NA,0.0
"US, FL",2020-10-27,20002378,16761,802547,NA,785786,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10617423,NA,NA,NA,NA,NA,0.0
"US, GA",2020-10-27,10616000,525,14578,NA,14053,2769,1.3567410778571427
"US, GA",2020-10-27,10603695,1101,25775,NA,24674,5056,1.40113620617985
"US, GA",2020-10-27,10583593,1545,35977,NA,34432,6345,1.2597334011015
"US, GA",2020-10-27,10556907,1987,45881,NA,43894,7852,1.2224169980103787
"US, GA",2020-10-27,10523788,2447,56804,NA,54357,9224,1.1598780769965928
"US, GA",2020-10-27,10484103,2778,77210,NA,74432,10711,0.9908968120339715
"US, GA",2020-10-27,10440645,3026,120572,NA,117546,13476,0.7983374486376856
"US, GA",2020-10-27,10391286,3563,175052,NA,171489,17544,0.7335055326486072
"US, GA",2020-10-27,10331245,4456,226153,NA,221697,21379,0.6752381920962486
"US, GA",2020-10-27,10257145,5393,263074,NA,257681,24127,0.6550845552419258
"US, GA",2020-10-27,10168828,6246,290781,NA,284535,NA,0.0
"US, GA",2020-10-27,10070178,6914,313873,NA,306959,NA,0.0
"US, GA",2020-10-27,9962661,7416,331409,NA,323993,NA,0.0
"US, GA",2020-10-27,9848041,7827,351881,NA,344054,NA,0.0
"US, GA",2020-10-27,9808464,7979,360790,NA,352811,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3155070,NA,NA,NA,NA,NA,0.0
"US, IA",2020-10-27,3154939,49,1899,741,1850,163,0.6131046415714286
"US, IA",2020-10-27,3153517,148,6843,2428,6695,NA,0.0
"US, IA",2020-10-27,3150037,318,13675,6231,7126,NA,0.0
"US, IA",2020-10-27,3143694,524,18957,10753,7680,NA,0.0
"US, IA",2020-10-27,3134750,650,23717,14326,8741,NA,0.0
"US, IA",2020-10-27,3124497,706,28520,17620,10194,NA,0.0
"US, IA",2020-10-27,3113541,755,35631,26664,8212,NA,0.0
"US, IA",2020-10-27,3101465,839,42928,30623,11466,NA,0.0
"US, IA",2020-10-27,3087932,953,49973,38657,10363,NA,0.0
"US, IA",2020-10-27,3072670,1091,61488,45447,14950,NA,0.0
"US, IA",2020-10-27,3055364,1216,73399,52370,19813,NA,0.0
"US, IA",2020-10-27,3036372,1314,85908,65490,19104,NA,0.0
"US, IA",2020-10-27,3015484,1462,99943,76260,22221,NA,0.0
"US, IA",2020-10-27,2992033,1657,117198,88124,27417,NA,0.0
"US, IA",2020-10-27,2983527,1716,128510,93200,33594,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12671821,NA,NA,NA,NA,NA,0.0
"US, IL",2020-10-27,12669435,868,23248,NA,22380,4283,1.3159350114285715
"US, IL",2020-10-27,12645737,2215,50358,NA,48143,NA,0.0
"US, IL",2020-10-27,12599394,3928,87937,NA,84009,NA,0.0
"US, IL",2020-10-27,12529576,5270,117455,NA,112185,NA,0.0
"US, IL",2020-10-27,12442228,6289,131871,NA,125582,NA,0.0
"US, IL",2020-10-27,12342756,6888,141723,NA,134835,NA,0.0
"US, IL",2020-10-27,12235557,7394,155931,NA,148537,NA,0.0
"US, IL",2020-10-27,12122710,7638,174968,NA,167330,NA,0.0
"US, IL",2020-10-27,12006154,7881,199893,NA,192012,NA,0.0
"US, IL",2020-10-27,11885593,8186,228750,NA,220564,NA,0.0
"US, IL",2020-10-27,11760471,8505,259879,NA,251374,NA,0.0
"US, IL",2020-10-27,11630493,8832,288773,NA,279941,NA,0.0
"US, IL",2020-10-27,11494931,9230,322178,NA,312948,NA,0.0
"US, IL",2020-10-27,11352080,9792,383687,NA,373895,NA,0.0
"US, IL",2020-10-27,11302374,10040,416547,NA,406507,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6732219,NA,NA,NA,NA,NA,0.0
"US, IN",2020-10-27,6730759,529,8527,NA,8140,NA,0.0
"US, IN",2020-10-27,6718246,1116,17182,NA,16218,NA,0.0
"US, IN",2020-10-27,6696873,1682,26053,NA,24407,4389,1.2033163167389571
"US, IN",2020-10-27,6668141,2073,33558,NA,31448,5285,1.1249180523273143
"US, IN",2020-10-27,6634688,2351,39543,28241,8889,6349,1.1468527931618715
"US, IN",2020-10-27,6597642,2550,44930,33935,8376,7003,1.1133191313471786
"US, IN",2020-10-27,6558176,2703,52037,38914,10361,7574,1.0396448680746357
"US, IN",2020-10-27,6516468,2845,63678,44548,16206,8505,0.9540186563648357
"US, IN",2020-10-27,6472359,3025,76522,57209,16227,9678,0.9033816605495357
"US, IN",2020-10-27,6425335,3220,90504,68675,18563,10747,0.8481866626258
"US, IN",2020-10-27,6375765,3388,103505,80738,19347,NA,0.0
"US, IN",2020-10-27,6323534,3581,116549,92306,20666,NA,0.0
"US, IN",2020-10-27,6267749,3852,134981,101184,30008,NA,0.0
"US, IN",2020-10-27,6206483,4306,164581,115425,45013,NA,0.0
"US, IN",2020-10-27,6184363,4504,179358,121813,53213,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467673,NA,NA,NA,NA,NA,0.0
"US, KY",2020-10-27,4467357,106,2048,629,1942,673,2.3472377235714283
"US, KY",2020-10-27,4464700,234,4537,1617,4303,1331,2.0954690009131283
"US, KY",2020-10-27,4460413,328,7225,2649,4248,1835,1.81413741967375
"US, KY",2020-10-27,4454754,418,9464,3181,5865,2180,1.6453326892887357
"US, KY",2020-10-27,4447775,499,12445,3409,8537,2433,1.396430006313493
"US, KY",2020-10-27,4439844,558,15232,3730,10944,2590,1.2145483193277287
"US, KY",2020-10-27,4430900,629,19653,5344,13680,2791,1.0143852992273072
"US, KY",2020-10-27,4420754,719,28111,7470,19922,3279,0.8331766415790429
"US, KY",2020-10-27,4409418,790,36945,8893,27262,4091,0.79094406743615
"US, KY",2020-10-27,4396653,910,45978,9731,35337,4501,0.6992474661794771
"US, KY",2020-10-27,4382001,1044,55704,10822,43838,NA,0.0
"US, KY",2020-10-27,4365455,1154,66036,11750,53132,NA,0.0
"US, KY",2020-10-27,4347358,1252,80292,13539,65501,NA,0.0
"US, KY",2020-10-27,4327304,1410,97866,17881,78575,NA,0.0
"US, KY",2020-10-27,4320012,1485,107219,18468,87266,NA,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,0,0,0,0,0,0,0.0
"US, LA",2020-10-27,-43268,3423,79827,46334,30070,NA,0.0
"US, LA",2020-10-27,-97103,3812,111038,61456,45770,NA,0.0
"US, LA",2020-10-27,-158766,4356,134304,103512,26436,NA,0.0
"US, LA",2020-10-27,-228267,4874,145637,127918,12845,NA,0.0
"US, LA",2020-10-27,-303854,5202,156174,140440,10532,NA,0.0
"US, LA",2020-10-27,-383965,5444,163928,149640,8844,NA,0.0
"US, LA",2020-10-27,-467413,5655,172059,157873,8531,NA,0.0
"US, LA",2020-10-27,-553819,5854,180069,165282,8933,NA,0.0
"US, LA",2020-10-27,-583327,5919,182270,168634,7717,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6892503,NA,NA,NA,NA,NA,0.0
"US, MA",2020-10-27,6890059,844,28164,NA,27320,2340,0.5934627792142857
"US, MA",2020-10-27,6857533,3405,60265,NA,56860,5758,0.6824619833829156
"US, MA",2020-10-27,6789564,5482,82182,NA,76700,8032,0.6981021217715385
"US, MA",2020-10-27,6696758,6718,95512,NA,88794,9725,0.7272833331339071
"US, MA",2020-10-27,6588010,7576,105395,NA,97819,10772,0.7300427642948643
"US, MA",2020-10-27,6470318,8059,108667,NA,100608,11319,0.7440161226499286
"US, MA",2020-10-27,6347299,8330,111827,94347,9150,11611,0.7416430225769642
"US, MA",2020-10-27,6220500,8551,116182,96452,11179,11855,0.7288441533849571
"US, MA",2020-10-27,6090386,8769,122000,99021,14210,12089,0.7094908263288063
"US, MA",2020-10-27,5957020,9008,127124,103920,14196,12318,0.6921251241757208
"US, MA",2020-10-27,5820543,9180,123986,107501,7305,NA,0.0
"US, MA",2020-10-27,5681196,9391,130050,111479,9180,NA,0.0
"US, MA",2020-10-27,5538553,9604,138903,116364,12935,NA,0.0
"US, MA",2020-10-27,5392310,9881,151777,122856,19040,NA,0.0
"US, MA",2020-10-27,5342581,9991,158576,127054,21531,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6045680,NA,NA,NA,NA,NA,0.0
"US, MD",2020-10-27,6044880,302,9472,607,9170,2122,1.6002051142857143
"US, MD",2020-10-27,6034732,1078,20849,1361,19771,4402,1.5081230343353214
"US, MD",2020-10-27,6012401,1866,35903,2569,31468,6553,1.3037111900716645
"US, MD",2020-10-27,5979507,2466,50988,3571,44951,8479,1.187814499770257
"US, MD",2020-10-27,5938685,2926,61305,4536,53843,10053,1.1713097277080642
"US, MD",2020-10-27,5892787,3168,66777,4976,58633,10793,1.1544821891198642
"US, MD",2020-10-27,5843971,3325,73527,5230,64972,11467,1.1139736811938856
"US, MD",2020-10-27,5793047,3458,85524,5592,76474,12389,1.0347137311498213
"US, MD",2020-10-27,5739893,3612,97384,5956,87816,13348,0.97904026475455
"US, MD",2020-10-27,5684856,3722,106063,6080,96261,14141,0.9523315657405786
"US, MD",2020-10-27,5628108,3828,114724,7186,103710,NA,0.0
"US, MD",2020-10-27,5569975,3925,122972,7458,111589,NA,0.0
"US, MD",2020-10-27,5510529,3999,131357,7738,119620,NA,0.0
"US, MD",2020-10-27,5449776,4099,140844,8067,128678,NA,0.0
"US, MD",2020-10-27,5429142,4147,145281,8181,132953,NA,0.0
